DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
11-Sep-2025,EQ,"41,190.00","41,200.00","40,400.00","41,005.00","40,555.00","40,655.00","40,740.36","41,945.00","25,921.60","24,790","1,00,99,53,620.00","9,962"
10-Sep-2025,EQ,"41,700.00","41,945.00","40,955.00","41,495.00","41,060.00","41,005.00","41,245.99","41,945.00","25,921.60","29,476","1,21,57,66,885.00","11,839"
09-Sep-2025,EQ,"41,450.00","41,640.00","41,095.00","41,355.00","41,500.00","41,495.00","41,427.97","41,835.00","25,921.60","25,999","1,07,70,85,775.00","9,074"
08-Sep-2025,EQ,"41,100.00","41,760.00","41,000.00","40,910.00","41,405.00","41,355.00","41,447.32","41,835.00","25,921.60","16,171","67,02,44,630.00","7,841"
05-Sep-2025,EQ,"41,075.00","41,095.00","40,755.00","40,740.00","40,900.00","40,910.00","40,929.28","41,835.00","25,921.60","16,404","67,14,03,910.00","5,615"
04-Sep-2025,EQ,"41,660.00","41,660.00","40,540.00","41,100.00","40,800.00","40,740.00","40,946.91","41,835.00","25,921.60","27,591","1,12,97,66,205.00","12,806"
03-Sep-2025,EQ,"41,500.00","41,835.00","41,000.00","41,315.00","41,110.00","41,100.00","41,380.20","41,835.00","25,921.60","31,045","1,28,46,48,405.00","11,622"
02-Sep-2025,EQ,"40,900.00","41,575.00","40,675.00","40,785.00","41,285.00","41,315.00","41,226.22","41,575.00","25,921.60","38,339","1,58,05,72,160.00","13,122"
01-Sep-2025,EQ,"40,220.00","40,950.00","40,010.00","39,960.00","40,700.00","40,785.00","40,584.98","41,290.00","25,921.60","45,616","1,85,13,24,400.00","16,695"
29-Aug-2025,EQ,"39,455.00","40,350.00","39,060.00","39,225.00","39,960.00","39,960.00","39,831.54","41,290.00","25,921.60","46,252","1,84,22,88,465.00","16,713"
28-Aug-2025,EQ,"39,700.00","39,960.00","39,070.00","39,510.00","39,205.00","39,225.00","39,550.24","41,290.00","25,921.60","33,810","1,33,71,93,565.00","14,377"
26-Aug-2025,EQ,"39,200.00","39,655.00","38,800.00","39,085.00","39,410.00","39,510.00","39,383.82","41,290.00","25,921.60","32,640","1,28,54,87,995.00","10,168"
25-Aug-2025,EQ,"39,325.00","39,535.00","38,950.00","39,325.00","39,110.00","39,085.00","39,192.55","41,290.00","25,921.60","33,832","1,32,59,62,230.00","9,394"
22-Aug-2025,EQ,"39,725.00","39,780.00","39,165.00","39,475.00","39,345.00","39,325.00","39,416.69","41,290.00","25,921.60","14,967","58,99,49,640.00","6,771"
21-Aug-2025,EQ,"40,075.00","40,105.00","39,360.00","39,935.00","39,500.00","39,475.00","39,670.12","41,290.00","25,921.60","21,473","85,18,36,485.00","7,574"
20-Aug-2025,EQ,"39,920.00","40,280.00","39,830.00","39,860.00","39,910.00","39,935.00","40,004.64","41,290.00","25,921.60","18,625","74,50,86,480.00","7,843"
19-Aug-2025,EQ,"39,495.00","40,245.00","39,365.00","39,335.00","39,825.00","39,860.00","39,863.54","41,290.00","25,921.60","25,516","1,01,71,58,090.00","10,387"
18-Aug-2025,EQ,"39,000.00","39,895.00","38,870.00","38,585.00","39,360.00","39,335.00","39,460.30","41,290.00","25,921.60","28,210","1,11,31,75,200.00","11,325"
